doc_id,dname,gender,qualification,job_specification,hosp_name
393,Heidi Valencia,M,Board Certified,Anesthologist,Dar Al Shifa Hospital
394,Ricky Jimenez,M,MS,Nephrologist,Al-Hilal Hospital
395,Mark Murphy,M,MD,Nephrologist,King Faisal Specialist Hospital & Research Centre
396,James Brewer,M,MBBS,Physiotherapist,Salamaniya Hospital
397,Andre Dixon,M,BPT,Anesthologist,Salamaniya Hospital
398,Bernard Pope,F,BPT,Psychiatrist,American Mission Hospital
399,James Burns,M,Residency,Dermatologist,Al-Hilal Hospital
400,Elizabeth Santiago,M,BPT,Psychiatrist,St Thomas Hospital London
401,Jennifer Burch,F,Board Certified,Surgeon,King Faisal Specialist Hospital & Research Centre
402,Jacob Moreno,F,MS,Anesthologist,Mayo Clinic
403,Jessica Grimes,M,D.M.,Dermatologist,Bahrain Defence Force Hospital
404,Bobby Garcia,M,Residency,Psychiatrist,American Mission Hospital
405,Daniel Miller MD,F,BPT,Radiologist,King Faisal Specialist Hospital & Research Centre
406,Lindsey Wright,M,Residency,Surgeon,Mayo Clinic
407,Christina Jarvis,M,Board Certified,Psychiatrist,Bahrain Defence Force Hospital
408,Erica Garrett,M,Board Certified,Anesthologist,Mayo Clinic
409,Dennis Mack,M,Board Certified,Radiologist,Al-Hilal Hospital
410,Brian Turner,M,MS,Radiologist,Emirates Hospital
411,Mr. Ronnie Olson,M,Board Certified,Anatomy,Salamaniya Hospital
412,Patricia Perez,F,D.M.,Nephrologist,Dar Al Shifa Hospital
413,Samantha Greene,F,MBBS,Radiologist,Bahrain Defence Force Hospital
414,Christopher Long,F,D.M.,Psychiatrist,Emirates Hospital
415,Michelle Hernandez,M,Residency,Psychiatrist,St Thomas Hospital London
416,Steven Robinson,M,Residency,Opthalmologist,Emirates Hospital
417,Natalie Wilson,F,Residency,Anesthologist,King Hamad University Hospital
418,David Perez,M,Board Certified,Pediatrician,Dar Al Shifa Hospital
419,Robert Anderson,M,MD,Physiotherapist,Mayo Clinic
420,Sarah Long,M,D.M.,Surgeon,Dar Al Shifa Hospital
421,Betty Smith,F,D.M.,Physiotherapist,American Mission Hospital
422,Randy Saunders,F,MBBS,Surgeon,King Faisal Specialist Hospital & Research Centre
423,Brittany Webster,M,MD,Anatomy,King Hamad University Hospital
424,Mackenzie Torres,M,Residency,Nephrologist,King Faisal Specialist Hospital & Research Centre
425,John King,M,MBBS,Nephrologist,Al-Hilal Hospital
426,Denise Valenzuela,M,MS,Pediatrician,Al-Hilal Hospital
427,Kristina Whitney,F,D.M.,Anesthologist,Salamaniya Hospital
428,Jacqueline Kent,M,MD,Pediatrician,Dar Al Shifa Hospital
429,Ryan Perry,F,BPT,Psychiatrist,Emirates Hospital
430,Marie Alvarez,M,D.M.,Anesthologist,Bahrain Defence Force Hospital
431,Lawrence Jennings,F,Residency,Nephrologist,King Faisal Specialist Hospital & Research Centre
432,Felicia Goodwin,M,MS,Radiologist,Al-Hilal Hospital
433,Paul Chen,M,Residency,Surgeon,American Mission Hospital
434,Paul Roth,F,MS,Psychiatrist,Al-Hilal Hospital
435,Sydney Hughes,M,BPT,Opthalmologist,Mayo Clinic
436,Corey Sherman,M,MD,Psychiatrist,King Faisal Specialist Hospital & Research Centre
437,Lisa Moore,M,D.M.,Radiologist,Bahrain Defence Force Hospital
438,James Johnson,M,MD,Anesthologist,Bahrain Defence Force Hospital
439,Andrea Harris,M,BPT,Physiotherapist,King Hamad University Hospital
440,Christian Davenport,F,MS,Surgeon,Al-Hilal Hospital
441,Mrs. Sherry Riley,M,MD,Surgeon,King Faisal Specialist Hospital & Research Centre
442,Kim Murphy,M,MBBS,Nephrologist,King Faisal Specialist Hospital & Research Centre
443,Mr. Eric Lopez Jr.,M,D.M.,Anatomy,Mayo Clinic
444,Cindy Stewart,M,BPT,Nephrologist,Mayo Clinic
445,Natalie Shaw,M,Residency,Anesthologist,Salamaniya Hospital
446,Kylie Reynolds,M,Residency,Radiologist,Bahrain Defence Force Hospital
447,Toni Clark,M,MS,Anatomy,Al-Hilal Hospital
448,Mr. Isaac Lynn MD,M,Board Certified,Nephrologist,King Hamad University Hospital
449,Robert Bishop,F,D.M.,Physiotherapist,Bahrain Defence Force Hospital
450,Deanna Dawson,M,MS,Anatomy,King Faisal Specialist Hospital & Research Centre
451,Debra Flowers,M,Board Certified,Radiologist,St Thomas Hospital London
452,Ryan Watson,F,MD,Anatomy,Mayo Clinic
453,Melinda Webster,M,Board Certified,Pediatrician,Dar Al Shifa Hospital
454,Danielle Martin,M,Residency,Anesthologist,King Hamad University Hospital
455,Susan Lucas,M,Board Certified,Pediatrician,King Faisal Specialist Hospital & Research Centre
456,Matthew Green,M,Residency,Psychiatrist,Mayo Clinic
457,Thomas Faulkner,M,MD,Psychiatrist,Bahrain Defence Force Hospital
458,Amanda Mcmillan,M,MD,Pediatrician,Salamaniya Hospital
459,Joshua Hernandez,M,MS,Opthalmologist,Mayo Clinic
460,Shawn Price,F,Residency,Opthalmologist,Salamaniya Hospital
461,Brian Fields,M,Board Certified,Nephrologist,Mayo Clinic
462,Marc Powers,M,Residency,Dermatologist,Emirates Hospital
463,Richard Reed,M,D.M.,Pediatrician,King Hamad University Hospital
464,Gabriela Beck,M,Residency,Radiologist,St Thomas Hospital London
465,Michaela Hamilton,M,D.M.,Physiotherapist,Bahrain Defence Force Hospital
466,Brett Armstrong,F,BPT,Surgeon,St Thomas Hospital London
467,Robert Valencia,M,BPT,Dermatologist,Mayo Clinic
468,Janice Nixon,M,Board Certified,Physiotherapist,King Hamad University Hospital
469,Linda Finley,M,MBBS,Nephrologist,Emirates Hospital
470,Michael Johnson,M,MBBS,Nephrologist,Bahrain Defence Force Hospital
471,Terri Velez,M,MS,Anesthologist,St Thomas Hospital London
472,Eric Peterson,M,MD,Anesthologist,Dar Al Shifa Hospital
473,Corey Hernandez,M,Board Certified,Surgeon,St Thomas Hospital London
474,Lisa Robinson,M,MD,Opthalmologist,Mayo Clinic
475,Kristi Miles,M,Residency,Psychiatrist,King Faisal Specialist Hospital & Research Centre
476,Colleen Parker,M,MBBS,Dermatologist,King Faisal Specialist Hospital & Research Centre
477,Cory Blankenship,F,MD,Surgeon,Dar Al Shifa Hospital
478,Amy Hood,F,MS,Opthalmologist,Dar Al Shifa Hospital
479,Sherri Martinez,F,Board Certified,Anesthologist,Mayo Clinic
480,Jeffrey Powell,M,MS,Surgeon,King Faisal Specialist Hospital & Research Centre
481,Victoria Hall,M,Residency,Psychiatrist,Dar Al Shifa Hospital
482,Carolyn Lambert,M,MS,Pediatrician,Mayo Clinic
483,Yvonne Finley,M,BPT,Radiologist,King Hamad University Hospital
484,Jessica Moore,M,Board Certified,Nephrologist,St Thomas Hospital London
485,Terry Lowe,M,MS,Physiotherapist,Dar Al Shifa Hospital
486,William Petersen,M,D.M.,Nephrologist,American Mission Hospital
487,Adam Snow,M,MD,Anesthologist,Emirates Hospital
488,Andrea Griffin,M,MS,Pediatrician,Mayo Clinic
489,Evan Ray,M,BPT,Physiotherapist,Bahrain Defence Force Hospital
490,Joseph Ryan,M,MS,Surgeon,Salamaniya Hospital
491,Katherine White PhD,M,MBBS,Psychiatrist,Emirates Hospital
492,Curtis Wells,M,BPT,Surgeon,Mayo Clinic
493,Carrie Weaver,M,D.M.,Physiotherapist,Emirates Hospital
494,Brenda Richmond,F,MBBS,Pediatrician,St Thomas Hospital London
495,Brittany Peterson,M,BPT,Pediatrician,St Thomas Hospital London
496,Michael Vang,M,Residency,Physiotherapist,Bahrain Defence Force Hospital
497,Kevin Howard,M,MBBS,Opthalmologist,Bahrain Defence Force Hospital
498,Timothy Espinoza,M,D.M.,Physiotherapist,King Faisal Specialist Hospital & Research Centre
499,Douglas Hill,F,D.M.,Psychiatrist,Emirates Hospital
500,Victor Jackson,M,MD,Anesthologist,American Mission Hospital
501,Patrick Carpenter,M,D.M.,Pediatrician,King Faisal Specialist Hospital & Research Centre
502,Lauren Brown,F,MS,Dermatologist,King Hamad University Hospital
503,Dr. Christopher Stephens,M,MBBS,Surgeon,Salamaniya Hospital
504,Melissa Shaw,M,MS,Opthalmologist,American Mission Hospital
505,Logan Brown,M,MS,Physiotherapist,Dar Al Shifa Hospital
506,Dana Frost,F,BPT,Anatomy,King Faisal Specialist Hospital & Research Centre
507,Donna Elliott,M,D.M.,Nephrologist,King Faisal Specialist Hospital & Research Centre
508,Robert Jones,F,MD,Anatomy,King Hamad University Hospital
509,Cameron Elliott,M,Residency,Anesthologist,Salamaniya Hospital
510,Daniel Downs,M,MS,Pediatrician,Al-Hilal Hospital
511,Donna Williams,M,Residency,Anesthologist,Emirates Hospital
512,Thomas Caldwell,M,MD,Anesthologist,King Hamad University Hospital
513,Dr. Jaime Austin,M,MBBS,Nephrologist,King Faisal Specialist Hospital & Research Centre
514,Melanie Contreras,M,Residency,Nephrologist,Dar Al Shifa Hospital
515,Shawn Walker,M,MBBS,Pediatrician,King Faisal Specialist Hospital & Research Centre
516,Rita Riggs,M,MBBS,Pediatrician,Bahrain Defence Force Hospital
517,Hannah Hughes,M,MD,Psychiatrist,Dar Al Shifa Hospital
518,Marilyn Chan,M,Residency,Physiotherapist,King Faisal Specialist Hospital & Research Centre
519,Michael Robinson,M,MS,Pediatrician,King Faisal Specialist Hospital & Research Centre
520,Vanessa Clark,M,Residency,Surgeon,Bahrain Defence Force Hospital
521,Stephen Barron,F,Residency,Opthalmologist,Bahrain Defence Force Hospital
522,Michael Flowers,M,Residency,Opthalmologist,Mayo Clinic
523,Raymond Parker,M,MS,Radiologist,Dar Al Shifa Hospital
524,Tonya Cantu,F,Residency,Opthalmologist,Salamaniya Hospital
525,Jessica Wade,M,D.M.,Pediatrician,St Thomas Hospital London
526,Hunter Marshall,M,BPT,Physiotherapist,Al-Hilal Hospital
527,Brian Adams,M,MD,Anatomy,Dar Al Shifa Hospital
528,Andrea Farrell,M,Residency,Opthalmologist,King Faisal Specialist Hospital & Research Centre
529,Jonathan Townsend,M,MS,Opthalmologist,St Thomas Hospital London
530,David Woodard,F,Residency,Anatomy,King Faisal Specialist Hospital & Research Centre
531,Kelsey Beasley,F,MD,Anesthologist,Mayo Clinic
532,Sarah Hernandez,M,Board Certified,Pediatrician,Mayo Clinic
533,Amber Fitzgerald,F,BPT,Dermatologist,American Mission Hospital
534,Andrew Turner,M,MD,Anatomy,King Hamad University Hospital
535,Candice Leonard,M,D.M.,Anesthologist,St Thomas Hospital London
536,Harry Phelps,F,Board Certified,Anesthologist,Emirates Hospital
537,Kaitlin Stone,M,Residency,Surgeon,Dar Al Shifa Hospital
538,Heather Torres,M,D.M.,Anatomy,Bahrain Defence Force Hospital
539,John Campbell,M,MBBS,Dermatologist,King Faisal Specialist Hospital & Research Centre
540,Jason Harrison,F,Board Certified,Anesthologist,Bahrain Defence Force Hospital
541,Aaron Garcia,M,BPT,Anesthologist,Dar Al Shifa Hospital
542,John Acevedo,M,MBBS,Radiologist,King Hamad University Hospital
543,Jerry Oliver,M,MD,Dermatologist,Dar Al Shifa Hospital
544,George Gonzalez,M,MS,Psychiatrist,Salamaniya Hospital
545,Jill Alvarez,M,D.M.,Dermatologist,King Hamad University Hospital
546,Abigail Nelson,M,Board Certified,Psychiatrist,Salamaniya Hospital
547,Brooke Baker,M,BPT,Pediatrician,King Faisal Specialist Hospital & Research Centre
548,Alicia White,F,D.M.,Nephrologist,Dar Al Shifa Hospital
549,Stephanie Boyer,M,MS,Radiologist,Mayo Clinic
550,Matthew Herrera,M,MD,Dermatologist,American Mission Hospital
551,Jared Payne,F,Board Certified,Psychiatrist,King Hamad University Hospital
552,Pamela Howell,M,MS,Anatomy,Emirates Hospital
553,Jerry Walker,M,Board Certified,Physiotherapist,Mayo Clinic
554,Toni Potts,F,MS,Anesthologist,Dar Al Shifa Hospital
555,Timothy Jones,M,D.M.,Anesthologist,King Hamad University Hospital
556,Jonathan Hart,M,BPT,Opthalmologist,Emirates Hospital
557,Adam Herrera,M,BPT,Pediatrician,King Hamad University Hospital
558,Tasha Brady,M,MBBS,Psychiatrist,St Thomas Hospital London
559,Ashley Alexander,M,MD,Anesthologist,Dar Al Shifa Hospital
560,Christopher Delgado,F,MS,Anesthologist,American Mission Hospital
561,Christina Griffith,M,MBBS,Anesthologist,Bahrain Defence Force Hospital
562,William Gibbs MD,M,D.M.,Radiologist,King Hamad University Hospital
563,Jonathon Mata,M,D.M.,Opthalmologist,Dar Al Shifa Hospital
564,Mitchell Miller,M,MD,Radiologist,Al-Hilal Hospital
565,Wayne Evans,M,Board Certified,Physiotherapist,St Thomas Hospital London
566,William Allen,M,MS,Psychiatrist,Emirates Hospital
567,Heather Ford,M,MD,Surgeon,American Mission Hospital
568,Christopher Anderson,M,BPT,Dermatologist,Al-Hilal Hospital
569,Matthew Turner,M,BPT,Dermatologist,King Hamad University Hospital
570,Cassandra Martinez,M,Board Certified,Anatomy,Salamaniya Hospital
571,Gail Cline,M,MS,Anesthologist,Al-Hilal Hospital
572,Arthur Murray,M,MS,Anatomy,Salamaniya Hospital
573,James Parrish,M,Residency,Dermatologist,King Faisal Specialist Hospital & Research Centre
574,Rose Payne,F,MD,Nephrologist,American Mission Hospital
575,Alexander Cooper,F,MD,Psychiatrist,Salamaniya Hospital
576,Angel Duke,M,Residency,Opthalmologist,Dar Al Shifa Hospital
577,Mrs. Erin Bruce,M,BPT,Surgeon,Bahrain Defence Force Hospital
578,Jill Potts,F,MD,Physiotherapist,Dar Al Shifa Hospital
579,Julie Jordan,F,BPT,Nephrologist,Bahrain Defence Force Hospital
580,Robert Ramos,M,MD,Physiotherapist,Mayo Clinic
581,Ricky Hernandez,M,MD,Dermatologist,St Thomas Hospital London
582,Robert Wright,F,BPT,Opthalmologist,Salamaniya Hospital
583,Alyssa Thomas,F,MD,Surgeon,King Faisal Specialist Hospital & Research Centre
584,Amy Martin,M,BPT,Pediatrician,Dar Al Shifa Hospital
585,Daniel Smith,M,MD,Nephrologist,King Hamad University Hospital
586,Tyler Morales,M,MBBS,Psychiatrist,Salamaniya Hospital
587,Michele Stewart,M,MD,Radiologist,Mayo Clinic
588,Susan Harrell,M,MBBS,Psychiatrist,St Thomas Hospital London
589,Timothy Hobbs,M,D.M.,Pediatrician,Salamaniya Hospital
590,Dr. Abigail Crawford,M,MD,Dermatologist,Emirates Hospital
591,Rebecca Contreras,M,Residency,Anesthologist,St Thomas Hospital London
592,Nicholas Erickson,M,D.M.,Pediatrician,Al-Hilal Hospital
593,Chelsea Jones,F,MS,Physiotherapist,Bahrain Defence Force Hospital
594,Dylan Johnson,M,Board Certified,Nephrologist,Emirates Hospital
595,Ashley Fuller,M,Board Certified,Anatomy,King Hamad University Hospital
596,David Lewis,F,MS,Surgeon,Al-Hilal Hospital
597,Brian Evans,M,Residency,Dermatologist,King Hamad University Hospital
598,Stacy Davis,M,D.M.,Surgeon,Dar Al Shifa Hospital
599,Courtney Berry,M,Board Certified,Pediatrician,King Hamad University Hospital
600,Marissa Wolfe,M,BPT,Anesthologist,St Thomas Hospital London
601,Heather Clark,M,BPT,Opthalmologist,King Faisal Specialist Hospital & Research Centre
602,Ray Greene,M,Board Certified,Anatomy,Emirates Hospital
603,Ronald Goodman,F,Residency,Pediatrician,Emirates Hospital
604,Krystal Stein,M,MS,Opthalmologist,Al-Hilal Hospital
605,Ashley Alvarez,M,MS,Anatomy,Emirates Hospital
606,Leslie Collins,M,MD,Nephrologist,Dar Al Shifa Hospital
607,Jacob Lucas,F,D.M.,Psychiatrist,Mayo Clinic
608,Steven Perez,F,D.M.,Radiologist,American Mission Hospital
609,Samuel Pineda,M,MD,Opthalmologist,Dar Al Shifa Hospital
610,Deborah Garcia,M,MD,Surgeon,Bahrain Defence Force Hospital
611,Hannah Short,M,Residency,Surgeon,Emirates Hospital
612,Justin Ingram,M,Residency,Psychiatrist,Emirates Hospital
613,Hannah Cox,M,BPT,Dermatologist,King Faisal Specialist Hospital & Research Centre
614,Maria Pearson,M,Residency,Nephrologist,Bahrain Defence Force Hospital
615,Timothy Reed,M,MBBS,Physiotherapist,King Hamad University Hospital
616,Regina Williams,M,Board Certified,Pediatrician,Salamaniya Hospital
617,William Cross,M,MD,Pediatrician,King Hamad University Hospital
618,Cheryl Russell,M,Residency,Anatomy,Mayo Clinic
619,James Bryant,F,MD,Surgeon,Al-Hilal Hospital
620,Mr. Brandon Williams,M,MS,Dermatologist,American Mission Hospital
621,Meagan Snyder,F,Residency,Dermatologist,Dar Al Shifa Hospital
622,Brandon Meadows,M,MD,Surgeon,St Thomas Hospital London
623,Samuel Alexander,M,D.M.,Opthalmologist,Al-Hilal Hospital
624,Debra Bryant,F,Residency,Psychiatrist,King Faisal Specialist Hospital & Research Centre
625,Jessica Wolfe,M,D.M.,Dermatologist,St Thomas Hospital London
626,Kathy Ortiz,M,MS,Opthalmologist,King Faisal Specialist Hospital & Research Centre
627,Cynthia Higgins,M,Board Certified,Pediatrician,Mayo Clinic
628,Alyssa Hopkins,M,MBBS,Dermatologist,Salamaniya Hospital
629,Deborah Rivera,F,BPT,Radiologist,Bahrain Defence Force Hospital
630,Erika Thomas,M,Board Certified,Radiologist,American Mission Hospital
631,Dawn Atkins,F,MD,Surgeon,Emirates Hospital
632,Jeremy Johnson,M,MS,Physiotherapist,Mayo Clinic
633,Michelle Smith,M,Residency,Anesthologist,Bahrain Defence Force Hospital
634,Steven Rollins,M,Residency,Anatomy,Bahrain Defence Force Hospital
635,Rebecca Espinoza,M,D.M.,Anatomy,Dar Al Shifa Hospital
636,Robin Johnson,M,BPT,Anesthologist,American Mission Hospital
637,Kathryn Stephens,F,MD,Anatomy,Emirates Hospital
638,Brandi Strong,M,Residency,Nephrologist,Mayo Clinic
639,Shannon Hughes,M,D.M.,Anesthologist,Bahrain Defence Force Hospital
640,Timothy Simon,M,Board Certified,Radiologist,Salamaniya Hospital
641,Alex Gibson,M,MBBS,Nephrologist,Emirates Hospital
642,Justin Meza,M,MS,Anesthologist,Salamaniya Hospital
643,Ryan Moore,M,Residency,Radiologist,Salamaniya Hospital
644,Maria Patterson,M,MBBS,Pediatrician,Emirates Hospital
645,Blake Stevenson,M,BPT,Psychiatrist,Emirates Hospital
646,Stephanie Thompson,M,D.M.,Anesthologist,Salamaniya Hospital
647,Ruben Turner,M,MBBS,Pediatrician,American Mission Hospital
648,Lisa Reynolds,M,Residency,Anesthologist,Mayo Clinic
649,Brittany Ortiz,M,MD,Physiotherapist,Salamaniya Hospital
650,Mary Cooper,M,MBBS,Physiotherapist,Mayo Clinic
651,Charles Walters,M,Residency,Anatomy,Bahrain Defence Force Hospital
652,Jordan Arroyo,M,Board Certified,Psychiatrist,Emirates Hospital
653,Frank Brewer DDS,M,BPT,Opthalmologist,Al-Hilal Hospital
654,Grant Wilson,F,D.M.,Anesthologist,King Faisal Specialist Hospital & Research Centre
655,Lawrence Baxter III,M,D.M.,Opthalmologist,St Thomas Hospital London
656,Elizabeth Owens,F,MS,Physiotherapist,Emirates Hospital
657,Natasha Fields,M,Residency,Anatomy,Mayo Clinic
658,Jessica Ali,F,BPT,Psychiatrist,Salamaniya Hospital
659,Alexandra Galloway,M,MBBS,Anesthologist,King Faisal Specialist Hospital & Research Centre
660,Brian Hughes,F,MBBS,Nephrologist,Bahrain Defence Force Hospital
661,Nicholas Martin,F,Board Certified,Opthalmologist,St Thomas Hospital London
662,Karen Joseph,M,Residency,Nephrologist,King Faisal Specialist Hospital & Research Centre
663,Tracie Mcclure,M,MD,Dermatologist,Al-Hilal Hospital
664,Emily Fowler,M,MD,Anesthologist,American Mission Hospital
665,Gail Day,M,Board Certified,Physiotherapist,Dar Al Shifa Hospital
666,Xavier Jackson,F,MBBS,Opthalmologist,Dar Al Shifa Hospital
667,Anthony Meyer,M,MBBS,Psychiatrist,Emirates Hospital
668,Christine Burton,M,D.M.,Psychiatrist,Salamaniya Hospital
669,Alison Freeman,M,BPT,Dermatologist,Bahrain Defence Force Hospital
670,Brandon Walter,F,MS,Radiologist,Emirates Hospital
671,Travis Snyder,M,D.M.,Surgeon,Al-Hilal Hospital
672,Sandra Flynn,M,MBBS,Physiotherapist,Emirates Hospital
673,Jessica Boyd,F,Board Certified,Surgeon,Al-Hilal Hospital
674,Juan Castro,M,BPT,Nephrologist,St Thomas Hospital London
675,Terrance Galvan,F,MD,Surgeon,Dar Al Shifa Hospital
676,Cristian Frazier,M,Residency,Psychiatrist,Bahrain Defence Force Hospital
677,Walter Ellis,F,BPT,Radiologist,Al-Hilal Hospital
678,Erik Daugherty,F,MD,Psychiatrist,Bahrain Defence Force Hospital
679,Mr. Grant Gonzalez,M,MS,Anesthologist,American Mission Hospital
680,Jose Vasquez,M,MS,Nephrologist,Dar Al Shifa Hospital
681,Kevin Wells,F,MD,Pediatrician,Salamaniya Hospital
682,Jamie Rodriguez,M,BPT,Dermatologist,Salamaniya Hospital
683,Megan Greene,M,MD,Anatomy,St Thomas Hospital London
684,Karen Tran,M,MBBS,Physiotherapist,St Thomas Hospital London
685,Mr. Eric Gomez,F,D.M.,Opthalmologist,King Hamad University Hospital
686,Darren Fry,F,BPT,Psychiatrist,Salamaniya Hospital
